secid,ticker,exchangecd,secshortname,enddate,period,overallrating
001328.OFCN,1328,,鹏华弘华灵活配置混合-C,2020-03-31,3,3
001358.OFCN,1358,,宝盈祥泰混合-A,2020-03-31,3,3
001359.OFCN,1359,,国联安添鑫灵活配置混合-A,2020-03-31,3,3
001365.OFCN,1365,,大成正向回报灵活配置混合,2020-03-31,3,3
001373.OFCN,1373,,易方达新丝路灵活配置混合,2020-03-31,3,3
001387.OFCN,1387,,中融新经济灵活配置混合-A,2020-03-31,3,3
001388.OFCN,1388,,中融新经济灵活配置混合-C,2020-03-31,3,3
001393.OFCN,1393,,国富金融地产灵活配置混合-C,2020-03-31,3,3
001404.OFCN,1404,,招商移动互联网产业股票,2020-03-31,3,3
001411.OFCN,1411,,诺安创新驱动灵活配置混合-A,2020-03-31,3,3
001415.OFCN,1415,,信诚新锐回报灵活配置混合-A,2020-03-31,3,3
001419.OFCN,1419,,泰达宏利新思路灵活配置混合-A,2020-03-31,3,3
001427.OFCN,1427,,招商丰泽灵活配置混合-A,2020-03-31,3,3
001446.OFCN,1446,,招商丰泽灵活配置混合-C,2020-03-31,3,3
001449.OFCN,1449,,华商双驱优选灵活配置混合,2020-03-31,3,3
001464.OFCN,1464,,光大保德信鼎鑫灵活配置混合-A,2020-03-31,3,3
001471.OFCN,1471,,融通新能源灵活配置混合,2020-03-31,3,3
001479.OFCN,1479,,中邮风格轮动灵活配置混合,2020-03-31,3,3
001480.OFCN,1480,,财通成长优选混合,2020-03-31,3,3
001484.OFCN,1484,,天弘新价值灵活配置混合,2020-03-31,3,3
001490.OFCN,1490,,汇添富国企创新增长股票,2020-03-31,3,3
001495.OFCN,1495,,东方新价值混合-A,2020-03-31,3,3
001518.OFCN,1518,,万家瑞兴灵活配置混合,2020-03-31,3,3
001524.OFCN2,1524,,华泰柏瑞精选回报灵活配置混合,2020-03-31,3,3
001534.OFCN,1534,,华宝万物互联灵活配置混合,2020-03-31,3,3
001536.OFCN,1536,,南方君选灵活配置混合,2020-03-31,3,3
001541.OFCN,1541,,汇添富民营新动力股票,2020-03-31,3,3
001542.OFCN,1542,,国泰互联网+股票,2020-03-31,3,3
001563.OFCN,1563,,华富健康文娱灵活配置混合,2020-03-31,3,3
001577.OFCN,1577,,嘉实低价策略股票,2020-03-31,3,3
001606.OFCN,1606,,农银汇理工业4.0灵活配置混合,2020-03-31,3,3
001609.OFCN,1609,,平安鑫享混合-A,2020-03-31,3,3
001610.OFCN,1610,,平安鑫享混合-C,2020-03-31,3,3
001616.OFCN,1616,,嘉实环保低碳股票,2020-03-31,3,3
001628.OFCN,1628,,招商体育文化休闲股票,2020-03-31,3,3
001654.OFCN,1654,,国联安添鑫灵活配置混合-C,2020-03-31,3,3
001661.OFCN,1661,,博时信用债纯债债券-C,2020-03-31,3,3
001663.OFCN,1663,,中银互联网+股票,2020-03-31,3,3
001667.OFCN,1667,,南方转型增长灵活配置混合,2020-03-31,3,3
001679.OFCN,1679,,前海开源中国稀缺资产灵活配置混合-A,2020-03-31,3,3
001681.OFCN,1681,,新华积极价值灵活配置混合,2020-03-31,3,3
001682.OFCN,1682,,新华鑫回报混合,2020-03-31,3,3
001688.OFCN,1688,,嘉实新起点灵活配置混合-A,2020-03-31,3,3
001692.OFCN,1692,,南方国策动力股票,2020-03-31,3,3
001702.OFCN,1702,,东方创新科技混合,2020-03-31,3,3
001705.OFCN,1705,,泓德战略转型股票,2020-03-31,3,3
001726.OFCN,1726,,汇添富新兴消费股票,2020-03-31,3,3
001740.OFCN,1740,,光大保德信中国制造2025灵活配置混合,2020-03-31,3,3
001761.OFCN,1761,,广发安宏回报灵活配置混合-A,2020-03-31,3,3
001762.OFCN,1762,,广发安宏回报灵活配置混合-C,2020-03-31,3,3
001781.OFCN,1781,,建信现代服务业股票,2020-03-31,3,3
001795.OFCN,1795,,上投摩根文体休闲灵活配置混合,2020-03-31,3,3
001801.OFCN,1801,,汇添富达欣灵活配置混合-A,2020-03-31,3,3
001808.OFCN,1808,,银华互联网主题灵活配置混合,2020-03-31,3,3
001809.OFCN,1809,,中信建投智信物联网灵活配置混合-A,2020-03-31,3,3
001810.OFCN,1810,,中欧潜力价值灵活配置混合-A,2020-03-31,3,3
001822.OFCN,1822,,华商智能生活灵活配置混合,2020-03-31,3,3
001823.OFCN,1823,,光大保德信鼎鑫灵活配置混合-C,2020-03-31,3,3
001827.OFCN,1827,,富国研究优选沪港深灵活配置混合,2020-03-31,3,3
001849.OFCN,1849,,前海开源强势共识100强等权重股票,2020-03-31,3,3
001866.OFCN,1866,,北信瑞丰新成长灵活配置混合,2020-03-31,3,3
001882.OFCN,1882,,中欧价值发现混合-E,2020-03-31,3,3
001887.OFCN,1887,,中欧价值智选回报混合-E,2020-03-31,3,3
001891.OFCN,1891,,中欧成长优选回报灵活配置混合-E,2020-03-31,3,3
001892.OFCN,1892,,长盛新兴成长主题灵活配置混合,2020-03-31,3,3
001910.OFCN,1910,,泰康新机遇灵活配置混合,2020-03-31,3,3
001920.OFCN,1920,,景顺长城景颐宏利债券-A,2020-03-31,3,3
001921.OFCN,1921,,景顺长城景颐宏利债券-C,2020-03-31,3,3
001942.OFCN,1942,,前海开源沪港深汇鑫灵活配置混合-A,2020-03-31,3,3
001943.OFCN,1943,,前海开源沪港深汇鑫灵活配置混合-C,2020-03-31,3,3
001959.OFCN,1959,,华商乐享互联灵活配置混合,2020-03-31,3,3
001963.OFCN,1963,,中欧天禧纯债债券,2020-03-31,3,3
001972.OFCN,1972,,前海开源沪港深智慧生活优选灵活配置混合,2020-03-31,3,3
001978.OFCN,1978,,泰信互联网+主题灵活配置混合,2020-03-31,3,3
001990.OFCN,1990,,中欧数据挖掘多因子灵活配置混合-A,2020-03-31,3,3
002001.OFCN,2001,,华夏回报混合-A,2020-03-31,3,3
002017.OFCN,2017,,招商瑞丰灵活配置混合-C,2020-03-31,3,3
002020.OFCN,2020,,国都创新驱动灵活配置混合,2020-03-31,3,3
002021.OFCN,2021,,华夏回报二号,2020-03-31,3,3
002031.OFCN,2031,,华夏策略精选灵活配置混合,2020-03-31,3,3
002046.OFCN,2046,,信诚新锐回报灵活配置混合-B,2020-03-31,3,3
002051.OFCN,2051,,诺安创新驱动灵活配置混合-C,2020-03-31,3,3
002055.OFCN,2055,,国泰兴益灵活配置混合-C,2020-03-31,3,3
002067.OFCN,2067,,诺安精选回报灵活配置混合,2020-03-31,3,3
002068.OFCN,2068,,东方多策略灵活配置混合-C,2020-03-31,3,3
002079.OFCN,2079,,前海开源中国稀缺资产灵活配置混合-C,2020-03-31,3,3
002132.OFCN,2132,,广发鑫享灵活配置混合,2020-03-31,3,3
002138.OFCN,2138,,泓德裕泰债券-A,2020-03-31,3,3
002139.OFCN,2139,,泓德裕泰债券-C,2020-03-31,3,3
002148.OFCN,2148,,国寿安保稳惠灵活配置混合,2020-03-31,3,3
002162.OFCN,2162,,东方新价值混合-C,2020-03-31,3,3
002163.OFCN,2163,,东方惠新灵活配置混合-C,2020-03-31,3,3
002165.OFCN,2165,,汇添富达欣灵活配置混合-C,2020-03-31,3,3
002178.OFCN,2178,,嘉实新起点灵活配置混合-C,2020-03-31,3,3
002188.OFCN,2188,,鹏华丰华债券,2020-03-31,3,3
002191.OFCN,2191,,农银汇理物联网主题灵活配置混合,2020-03-31,3,3
002206.OFCN,2206,,博时裕康纯债债券,2020-03-31,3,3
002231.OFCN,2231,,华夏新趋势灵活配置混合-A,2020-03-31,3,3
002268.OFCN,2268,,兴业丰利债券,2020-03-31,3,3
002303.OFCN,2303,,金鹰智慧生活灵活配置混合,2020-03-31,3,3
002330.OFCN,2330,,兴业聚宝灵活配置混合,2020-03-31,3,3
002331.OFCN,2331,,泰康安泰回报混合,2020-03-31,3,3
002361.OFCN,2361,,国富恒瑞债券-A,2020-03-31,3,3
002362.OFCN,2362,,国富恒瑞债券-C,2020-03-31,3,3
002381.OFCN,2381,,东海祥瑞债券-A,2020-03-31,3,3
002382.OFCN,2382,,东海祥瑞债券-C,2020-03-31,3,3
002417.OFCN,2417,,招商丰盛稳定增长灵活配置混合-C,2020-03-31,3,3
002418.OFCN,2418,,汇添富优选回报灵活配置混合-C,2020-03-31,3,3
002441.OFCN2,2441,,德邦新添利债券-C,2020-03-31,3,3
002445.OFCN,2445,,兴业丰泰债券,2020-03-31,3,3
002474.OFCN,2474,,中邮睿信增强债券,2020-03-31,3,3
002485.OFCN,2485,,国联安通盈灵活配置混合-C,2020-03-31,3,3
002501.OFCN,2501,,银华远景债券,2020-03-31,3,3
002518.OFCN,2518,,民生加银鑫福灵活配置混合-A,2020-03-31,3,3
002521.OFCN,2521,,永赢双利债券-A,2020-03-31,3,3
002522.OFCN,2522,,永赢双利债券-C,2020-03-31,3,3
002534.OFCN,2534,,华安稳固收益债券-A,2020-03-31,3,3
002556.OFCN,2556,,博时丝路主题股票-C,2020-03-31,3,3
002561.OFCN,2561,,东吴安鑫量化灵活配置混合,2020-03-31,3,3
002562.OFCN,2562,,泓德泓益量化混合,2020-03-31,3,3
002567.OFCN,2567,,大成国家安全主题灵活配置混合,2020-03-31,3,3
002581.OFCN,2581,,招商丰凯灵活配置混合-A,2020-03-31,3,3
002582.OFCN,2582,,招商丰凯灵活配置混合-C,2020-03-31,3,3
002592.OFCN,2592,,中欧纯债债券(LOF)-E,2020-03-31,3,3
002597.OFCN,2597,,兴业成长动力灵活配置混合,2020-03-31,3,3
002633.OFCN,2633,,鑫元双债增强债券-C,2020-03-31,3,3
002636.OFCN,2636,,广发集裕债券-A,2020-03-31,3,3
002651.OFCN,2651,,东方红汇利债券-A,2020-03-31,3,3
002652.OFCN,2652,,东方红汇利债券-C,2020-03-31,3,3
002661.OFCN,2661,,兴业天禧债券,2020-03-31,3,3
002662.OFCN,2662,,前海开源沪港深大消费主题精选灵活配置混合-A,2020-03-31,3,3
002663.OFCN,2663,,前海开源沪港深大消费主题精选灵活配置混合-C,2020-03-31,3,3
002666.OFCN,2666,,前海开源沪港深创新成长灵活配置混合-A,2020-03-31,3,3
002667.OFCN,2667,,前海开源沪港深创新成长灵活配置混合-C,2020-03-31,3,3
002669.OFCN,2669,,华商万众创新灵活配置混合,2020-03-31,3,3
002701.OFCN,2701,,东方红汇阳债券-A,2020-03-31,3,3
002702.OFCN,2702,,东方红汇阳债券-C,2020-03-31,3,3
002739.OFCN,2739,,泓德裕康债券-C,2020-03-31,3,3
002772.OFCN,2772,,光大保德信产业新动力灵活配置混合,2020-03-31,3,3
002794.OFCN,2794,,天弘永利债券-E,2020-03-31,3,3
002796.OFCN,2796,,景顺长城景盈双利债券-A,2020-03-31,3,3
002797.OFCN,2797,,景顺长城景盈双利债券-C,2020-03-31,3,3
002818.OFCN,2818,,招商招恒纯债债券-C,2020-03-31,3,3
002823.OFCN,2823,,招商盛达灵活配置混合-A,2020-03-31,3,3
002824.OFCN,2824,,招商盛达灵活配置混合-C,2020-03-31,3,3
002845.OFCN,2845,,上投摩根安鑫回报混合-C,2020-03-31,3,3
002927.OFCN,2927,,长盛盛和纯债债券-A,2020-03-31,3,3
002928.OFCN,2928,,长盛盛和纯债债券-C,2020-03-31,3,3
002932.OFCN,2932,,圆信永丰强化收益债券-A,2020-03-31,3,3
002933.OFCN,2933,,圆信永丰强化收益债券-C,2020-03-31,3,3
002955.OFCN,2955,,融通新趋势灵活配置混合,2020-03-31,3,3
002986.OFCN,2986,,泰康丰盈债券,2020-03-31,3,3
002989.OFCN,2989,,融通通乾研究精选灵活配置混合,2020-03-31,3,3
003023.OFCN,3023,,博时景发纯债债券,2020-03-31,3,3
003053.OFCN,3053,,嘉实文体娱乐股票-A,2020-03-31,3,3
003054.OFCN,3054,,嘉实文体娱乐股票-C,2020-03-31,3,3
003099.OFCN,3099,,长盛盛景纯债债券-A,2020-03-31,3,3
003100.OFCN,3100,,长盛盛景纯债债券-C,2020-03-31,3,3
003102.OFCN,3102,,长盛盛裕纯债债券-A,2020-03-31,3,3
003103.OFCN,3103,,长盛盛裕纯债债券-C,2020-03-31,3,3
003104.OFCN,3104,,泰达宏利定宏混合,2020-03-31,3,3
003105.OFCN,3105,,光大保德信永鑫灵活配置混合-A,2020-03-31,3,3
003106.OFCN,3106,,光大保德信永鑫灵活配置混合-C,2020-03-31,3,3
003142.OFCN,3142,,鹏华弘达灵活配置混合-A,2020-03-31,3,3
003145.OFCN,3145,,中融竞争优势股票,2020-03-31,3,3
003147.OFCN,3147,,大成动态量化配置策略混合,2020-03-31,3,3
003167.OFCN,3167,,前海开源鼎瑞债券-A,2020-03-31,3,3
003170.OFCN,3170,,长盛盛辉混合-C,2020-03-31,3,3
003176.OFCN,3176,,德邦景颐债券-A,2020-03-31,3,3
003177.OFCN,3177,,德邦景颐债券-C,2020-03-31,3,3
003209.OFCN,3209,,鹏华丰达债券,2020-03-31,3,3
003260.OFCN,3260,,博时利发纯债债券,2020-03-31,3,3
003343.OFCN,3343,,鹏华弘惠灵活配置混合-A,2020-03-31,3,3
003344.OFCN,3344,,鹏华弘惠灵活配置混合-C,2020-03-31,3,3
003411.OFCN,3411,,鹏华弘康灵活配置混合-A,2020-03-31,3,3
003412.OFCN,3412,,鹏华弘康灵活配置混合-C,2020-03-31,3,3
020001.OFCN,20001,,国泰金鹰增长灵活配置混合,2020-03-31,5,3
020009.OFCN,20009,,国泰金鹏蓝筹价值混合,2020-03-31,3,3
020010.OFCN,20010,,国泰金牛创新成长混合,2020-03-31,3,3
020012.OFCN,20012,,国泰金龙债券-C,2020-03-31,5,3
020015.OFCN,20015,,国泰区位优势混合,2020-03-31,3,3
020019.OFCN,20019,,国泰双利债券-A,2020-03-31,3,3
020020.OFCN,20020,,国泰双利债券-C,2020-03-31,3,3
020023.OFCN,20023,,国泰事件驱动策略混合,2020-03-31,5,3
020023.OFCN,20023,,国泰事件驱动策略混合,2020-03-31,3,3
020033.OFCN,20033,,国泰民安增利债券-A,2020-03-31,3,3
020034.OFCN,20034,,国泰民安增利债券-C,2020-03-31,5,3
020034.OFCN,20034,,国泰民安增利债券-C,2020-03-31,3,3
040004.OFCN,40004,,华安宝利配置,2020-03-31,3,3
040004.OFCN,40004,,华安宝利配置,2020-03-31,5,3
040005.OFCN,40005,,华安宏利混合,2020-03-31,5,3
040005.OFCN,40005,,华安宏利混合,2020-03-31,3,3
040007.OFCN,40007,,华安中小盘成长混合,2020-03-31,3,3
040008.OFCN,40008,,华安策略优选混合,2020-03-31,3,3
040009.OFCN,40009,,华安稳定收益债券-A,2020-03-31,5,3
040009.OFCN,40009,,华安稳定收益债券-A,2020-03-31,3,3
040010.OFCN,40010,,华安稳定收益债券-B,2020-03-31,3,3
040011.OFCN,40011,,华安核心优选混合,2020-03-31,3,3
040012.OFCN,40012,,华安强化收益债券-A,2020-03-31,3,3
040012.OFCN,40012,,华安强化收益债券-A,2020-03-31,5,3
040013.OFCN,40013,,华安强化收益债券-B,2020-03-31,3,3
040015.OFCN,40015,,华安动态灵活配置混合,2020-03-31,3,3
040016.OFCN,40016,,华安行业轮动混合,2020-03-31,3,3
040019.OFCN,40019,,华安稳固收益债券-C,2020-03-31,3,3
040019.OFCN,40019,,华安稳固收益债券-C,2020-03-31,5,3
040020.OFCN,40020,,华安升级主题混合,2020-03-31,3,3
040020.OFCN,40020,,华安升级主题混合,2020-03-31,5,3
040026.OFCN,40026,,华安信用四季红债券-A,2020-03-31,3,3
040035.OFCN,40035,,华安逆向策略混合,2020-03-31,3,3
050004.OFCN,50004,,博时精选混合,2020-03-31,5,3
050006.OFCN,50006,,博时稳定价值债券-B,2020-03-31,5,3
050006.OFCN,50006,,博时稳定价值债券-B,2020-03-31,3,3
050007.OFCN,50007,,博时平衡配置混合,2020-03-31,3,3
050009.OFCN,50009,,博时新兴成长混合,2020-03-31,3,3
050012.OFCN,50012,,博时策略灵活配置混合,2020-03-31,3,3
050012.OFCN,50012,,博时策略灵活配置混合,2020-03-31,5,3
050014.OFCN,50014,,博时创业成长混合-A,2020-03-31,5,3
050016.OFCN,50016,,博时宏观回报债券-A/B,2020-03-31,3,3
050023.OFCN,50023,,博时天颐债券-A,2020-03-31,3,3
050027.OFCN,50027,,博时信用债纯债债券-A,2020-03-31,3,3
050106.OFCN,50106,,博时稳定价值债券-A,2020-03-31,3,3
050106.OFCN,50106,,博时稳定价值债券-A,2020-03-31,5,3
050116.OFCN,50116,,博时宏观回报债券-C,2020-03-31,3,3
050123.OFCN,50123,,博时天颐债券-C,2020-03-31,3,3
070001.OFCN,70001,,嘉实成长收益混合-A,2020-03-31,5,3
070003.OFCN,70003,,嘉实稳健,2020-03-31,5,3
070019.OFCN,70019,,嘉实价值优势混合,2020-03-31,3,3
070019.OFCN,70019,,嘉实价值优势混合,2020-03-31,5,3
070020.OFCN,70020,,嘉实稳固收益债券-C,2020-03-31,3,3
070020.OFCN,70020,,嘉实稳固收益债券-C,2020-03-31,5,3
070021.OFCN,70021,,嘉实主题新动力混合,2020-03-31,3,3
070022.OFCN,70022,,嘉实领先成长混合,2020-03-31,5,3
070025.OFCN,70025,,嘉实信用债券-A,2020-03-31,3,3
070026.OFCN,70026,,嘉实信用债券-C,2020-03-31,3,3
070099.OFCN,70099,,嘉实优质企业混合,2020-03-31,3,3
080001.OFCN,80001,,长盛成长价值,2020-03-31,3,3
080002.OFCN,80002,,长盛创新先锋灵活配置混合-A,2020-03-31,3,3
080002.OFCN,80002,,长盛创新先锋灵活配置混合-A,2020-03-31,5,3
080005.OFCN,80005,,长盛量化红利策略混合,2020-03-31,5,3
080005.OFCN,80005,,长盛量化红利策略混合,2020-03-31,3,3
080008.OFCN2,80008,,长盛战略新兴产业灵活配置混合-A,2020-03-31,5,3
080012.OFCN,80012,,长盛电子信息产业混合,2020-03-31,3,3
080012.OFCN,80012,,长盛电子信息产业混合,2020-03-31,5,3
090001.OFCN,90001,,大成价值增长混合,2020-03-31,5,3
090002.OFCN,90002,,大成债券-A/B,2020-03-31,5,3
090004.OFCN,90004,,大成精选增值混合,2020-03-31,3,3
090004.OFCN,90004,,大成精选增值混合,2020-03-31,5,3
090009.OFCN,90009,,大成行业轮动混合,2020-03-31,5,3
090009.OFCN,90009,,大成行业轮动混合,2020-03-31,3,3
090011.OFCN,90011,,大成核心双动力混合,2020-03-31,5,3
090013.OFCN2,90013,,大成竞争优势混合,2020-03-31,5,3
090015.OFCN,90015,,大成内需增长混合-A,2020-03-31,3,3
090016.OFCN,90016,,大成消费主题混合,2020-03-31,3,3
090018.OFCN,90018,,大成新锐产业混合,2020-03-31,5,3
090018.OFCN,90018,,大成新锐产业混合,2020-03-31,3,3
092002.OFCN,92002,,大成债券-C,2020-03-31,5,3
100020.OFCN,100020,,富国天益价值混合-A,2020-03-31,3,3
100020.OFCN,100020,,富国天益价值混合-A,2020-03-31,5,3
100026.OFCN,100026,,富国天合稳健优选混合,2020-03-31,3,3
100026.OFCN,100026,,富国天合稳健优选混合,2020-03-31,5,3
100029.OFCN,100029,,富国天成红利灵活配置混合,2020-03-31,5,3
100029.OFCN,100029,,富国天成红利灵活配置混合,2020-03-31,3,3
100035.OFCN,100035,,富国优化增强债券-A/B,2020-03-31,5,3
100035.OFCN,100035,,富国优化增强债券-A/B,2020-03-31,3,3
100037.OFCN,100037,,富国优化增强债券-C,2020-03-31,3,3
100037.OFCN,100037,,富国优化增强债券-C,2020-03-31,5,3
100039.OFCN,100039,,富国通胀通缩主题轮动混合,2020-03-31,3,3
110001.OFCN,110001,,易方达平稳增长,2020-03-31,3,3
110005.OFCN,110005,,易方达积极成长,2020-03-31,5,3
110007.OFCN,110007,,易方达稳健收益债券-A,2020-03-31,3,3
110008.OFCN,110008,,易方达稳健收益债券-B,2020-03-31,3,3
110010.OFCN,110010,,易方达价值成长混合,2020-03-31,3,3
110012.OFCN,110012,,易方达科汇灵活配置混合,2020-03-31,3,3
110013.OFCN,110013,,易方达科翔混合,2020-03-31,3,3
110017.OFCN,110017,,易方达增强回报债券-A,2020-03-31,3,3
110018.OFCN,110018,,易方达增强回报债券-B,2020-03-31,3,3
110023.OFCN,110023,,易方达医疗保健行业混合,2020-03-31,5,3
110027.OFCN,110027,,易方达安心回报债券-A,2020-03-31,5,3
110028.OFCN,110028,,易方达安心回报债券-B,2020-03-31,5,3
110029.OFCN,110029,,易方达科讯混合,2020-03-31,3,3
110035.OFCN,110035,,易方达双债增强债券-A,2020-03-31,3,3
110036.OFCN,110036,,易方达双债增强债券-C,2020-03-31,3,3
121002.OFCN,121002,,国投瑞银景气行业,2020-03-31,5,3
121003.OFCN,121003,,国投瑞银核心企业混合,2020-03-31,3,3
121005.OFCN,121005,,国投瑞银创新动力混合,2020-03-31,3,3
121006.OFCN,121006,,国投瑞银稳健增长灵活配置混合,2020-03-31,3,3
121009.OFCN,121009,,国投瑞银稳定增利债券,2020-03-31,5,3
121009.OFCN,121009,,国投瑞银稳定增利债券,2020-03-31,3,3
121012.OFCN,121012,,国投瑞银优化增强债券-A/B,2020-03-31,3,3
128112.OFCN,128112,,国投瑞银优化增强债券-C,2020-03-31,3,3
150103.OFCN,150103,,银河银泰理财分红,2020-03-31,5,3
150103.OFCN,150103,,银河银泰理财分红,2020-03-31,3,3
160211.XSHE,160211,XSHE,国泰中小盘成长混合(LOF),2020-03-31,3,3
160215.XSHE,160215,XSHE,国泰价值经典灵活配置混合(LOF),2020-03-31,5,3
160215.XSHE,160215,XSHE,国泰价值经典灵活配置混合(LOF),2020-03-31,3,3
160311.XSHE,160311,XSHE,华夏蓝筹核心混合(LOF),2020-03-31,3,3
160311.XSHE,160311,XSHE,华夏蓝筹核心混合(LOF),2020-03-31,5,3
160505.XSHE,160505,XSHE,博时主题行业混合(LOF),2020-03-31,3,3
160512.XSHE,160512,XSHE,博时卓越品牌混合(LOF),2020-03-31,5,3
160513.XSHE,160513,XSHE,博时稳健回报债券(LOF)-A,2020-03-31,5,3
160603.OFCN,160603,,鹏华普天收益,2020-03-31,5,3
160605.OFCN,160605,,鹏华中国50混合,2020-03-31,5,3
160607.XSHE,160607,XSHE,鹏华价值优势混合(LOF),2020-03-31,5,3
160607.XSHE,160607,XSHE,鹏华价值优势混合(LOF),2020-03-31,3,3
160613.XSHE,160613,XSHE,鹏华盛世创新混合(LOF),2020-03-31,3,3
160613.XSHE,160613,XSHE,鹏华盛世创新混合(LOF),2020-03-31,5,3
160617.XSHE,160617,XSHE,鹏华丰润债券(LOF),2020-03-31,3,3
160617.XSHE,160617,XSHE,鹏华丰润债券(LOF),2020-03-31,5,3
160622.XSHE,160622,XSHE,鹏华丰利债券(LOF),2020-03-31,3,3
160910.XSHE,160910,XSHE,大成创新成长混合(LOF),2020-03-31,3,3
160918.XSHE,160918,XSHE,大成中小盘混合(LOF)-A,2020-03-31,3,3
160919.XSHE,160919,XSHE,大成产业升级股票(LOF),2020-03-31,3,3
161005.XSHE,161005,XSHE,富国天惠精选成长混合(LOF)-A,2020-03-31,5,3
